epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,996.066,1.29644,1.20997,1.50393,0.66815,0.61812,0.66579,0.35089,1.5994,1.28423,1.78148,0.0004753,0.0004753,0.0004753
55,1013.97,1.2568,1.17575,1.47602,0.63656,0.68057,0.70069,0.36122,1.64165,1.2458,1.80682,0.0004654,0.0004654,0.0004654
56,1032.31,1.25188,1.1641,1.48239,0.62572,0.67079,0.68589,0.36119,1.65277,1.28017,1.80801,0.0004555,0.0004555,0.0004555
57,1050.41,1.2764,1.1705,1.47804,0.60058,0.70108,0.70533,0.35948,1.71446,1.30355,1.82227,0.0004456,0.0004456,0.0004456
58,1068.9,1.23341,1.12903,1.45215,0.64107,0.67505,0.71058,0.38051,1.6258,1.26195,1.76443,0.0004357,0.0004357,0.0004357
59,1086.94,1.25652,1.14695,1.47819,0.59984,0.69738,0.67009,0.35131,1.67098,1.29696,1.84671,0.0004258,0.0004258,0.0004258
60,1105.63,1.25836,1.1538,1.46705,0.62546,0.69776,0.69895,0.35426,1.66129,1.25903,1.81632,0.0004159,0.0004159,0.0004159
61,1124.56,1.23897,1.14084,1.46195,0.63609,0.69435,0.6987,0.35877,1.63925,1.25953,1.7895,0.000406,0.000406,0.000406
62,1142.82,1.23857,1.14101,1.465,0.68674,0.67756,0.71711,0.36208,1.64824,1.2625,1.81514,0.0003961,0.0003961,0.0003961
63,1161.4,1.21704,1.1095,1.43995,0.64037,0.69551,0.71305,0.37442,1.63676,1.23244,1.78838,0.0003862,0.0003862,0.0003862
64,1179.69,1.22297,1.1113,1.45045,0.65109,0.67949,0.70846,0.36505,1.62856,1.22967,1.78708,0.0003763,0.0003763,0.0003763
65,1198.24,1.22544,1.09878,1.44514,0.64307,0.67524,0.67482,0.34678,1.64807,1.28721,1.79954,0.0003664,0.0003664,0.0003664
66,1216.75,1.22387,1.11623,1.45365,0.67214,0.6602,0.70556,0.3759,1.59002,1.2237,1.77446,0.0003565,0.0003565,0.0003565
67,1235.52,1.20881,1.10698,1.44088,0.6641,0.66215,0.69123,0.36928,1.60194,1.21506,1.76975,0.0003466,0.0003466,0.0003466
68,1254.11,1.21727,1.10498,1.44196,0.61244,0.72334,0.71423,0.37735,1.60553,1.20396,1.73514,0.0003367,0.0003367,0.0003367
69,1272.5,1.22211,1.08978,1.44124,0.61893,0.67158,0.68227,0.35879,1.65517,1.23329,1.77583,0.0003268,0.0003268,0.0003268
70,1291.08,1.18769,1.07294,1.4288,0.60315,0.69417,0.69181,0.366,1.67649,1.26484,1.80249,0.0003169,0.0003169,0.0003169
71,1309.66,1.16861,1.05967,1.41927,0.61035,0.72063,0.70562,0.36382,1.6566,1.20228,1.80029,0.000307,0.000307,0.000307
72,1328,1.18413,1.05821,1.41546,0.70366,0.69836,0.74095,0.38284,1.60627,1.17334,1.76084,0.0002971,0.0002971,0.0002971
73,1346.2,1.1855,1.05813,1.41974,0.64785,0.7014,0.70466,0.36936,1.67567,1.22085,1.80501,0.0002872,0.0002872,0.0002872
74,1365.05,1.18813,1.0682,1.42797,0.61649,0.70219,0.69716,0.35433,1.70664,1.24347,1.80875,0.0002773,0.0002773,0.0002773
75,1383.61,1.17304,1.0424,1.40872,0.6855,0.67615,0.72061,0.3805,1.65447,1.186,1.78763,0.0002674,0.0002674,0.0002674
76,1401.75,1.17378,1.05329,1.41223,0.63671,0.70791,0.72391,0.37475,1.64903,1.1772,1.77901,0.0002575,0.0002575,0.0002575
77,1420.17,1.17005,1.05249,1.41486,0.65634,0.71614,0.7313,0.38295,1.60809,1.18046,1.75475,0.0002476,0.0002476,0.0002476
78,1437.93,1.17582,1.03088,1.40899,0.73513,0.65345,0.71723,0.37644,1.59816,1.19944,1.78438,0.0002377,0.0002377,0.0002377
79,1456,1.15544,1.03991,1.3982,0.68109,0.68761,0.72666,0.39238,1.61728,1.17804,1.78659,0.0002278,0.0002278,0.0002278
80,1475.1,1.14707,1.00378,1.38777,0.73059,0.68483,0.73989,0.38824,1.61283,1.16882,1.76811,0.0002179,0.0002179,0.0002179
81,1492.94,1.13736,0.9963,1.39251,0.69183,0.69271,0.73595,0.38221,1.60583,1.14756,1.76626,0.000208,0.000208,0.000208
82,1511.33,1.15487,1.02716,1.39654,0.68804,0.70226,0.72546,0.39033,1.59434,1.16707,1.76986,0.0001981,0.0001981,0.0001981
83,1529.81,1.14949,0.99784,1.38645,0.64747,0.72742,0.73389,0.39563,1.58257,1.13824,1.74659,0.0001882,0.0001882,0.0001882
84,1548.03,1.13665,1.01089,1.38461,0.68877,0.67264,0.71813,0.37918,1.62935,1.17819,1.78153,0.0001783,0.0001783,0.0001783
85,1566.65,1.12673,1.00276,1.38227,0.66146,0.71509,0.73774,0.39151,1.61753,1.16535,1.76612,0.0001684,0.0001684,0.0001684
86,1585.22,1.11018,0.98896,1.36705,0.70652,0.71098,0.74064,0.39985,1.58165,1.13472,1.76563,0.0001585,0.0001585,0.0001585
87,1603.86,1.1008,0.96326,1.36285,0.69112,0.69936,0.73051,0.38951,1.59724,1.15151,1.77411,0.0001486,0.0001486,0.0001486
88,1622.57,1.12179,0.96958,1.37176,0.70608,0.6699,0.72415,0.38915,1.59517,1.1452,1.74865,0.0001387,0.0001387,0.0001387
89,1640.95,1.10896,0.96781,1.3609,0.70261,0.70759,0.73464,0.39359,1.6035,1.13675,1.76245,0.0001288,0.0001288,0.0001288
90,1659.5,1.0843,0.94942,1.36126,0.66857,0.71242,0.73532,0.38986,1.62552,1.14825,1.77127,0.0001189,0.0001189,0.0001189
91,1686.97,1.18104,0.98305,1.48601,0.65873,0.70318,0.72552,0.38177,1.63063,1.15785,1.79823,0.000109,0.000109,0.000109
92,1704.35,1.08953,0.89525,1.42412,0.7159,0.67918,0.73784,0.39598,1.5927,1.13559,1.74916,9.91e-05,9.91e-05,9.91e-05
93,1721.48,1.06325,0.88474,1.4076,0.67442,0.71295,0.7378,0.39068,1.6125,1.1285,1.77845,8.92e-05,8.92e-05,8.92e-05
94,1739.34,1.06096,0.85649,1.41077,0.70644,0.6977,0.74708,0.38827,1.62145,1.13129,1.77515,7.93e-05,7.93e-05,7.93e-05
95,1756.72,1.06006,0.85525,1.40576,0.74316,0.68058,0.73695,0.39529,1.60695,1.11996,1.76921,6.94e-05,6.94e-05,6.94e-05
96,1774.07,1.04526,0.83978,1.3837,0.71016,0.67626,0.73044,0.39285,1.61768,1.12887,1.76822,5.95e-05,5.95e-05,5.95e-05
97,1791.2,1.03401,0.84951,1.39758,0.70311,0.69175,0.72743,0.39696,1.5976,1.11824,1.75784,4.96e-05,4.96e-05,4.96e-05
98,1808.42,1.02228,0.82407,1.37657,0.73269,0.68814,0.73855,0.39564,1.61935,1.1189,1.77053,3.97e-05,3.97e-05,3.97e-05
99,1825.7,1.03391,0.8305,1.38275,0.72255,0.68263,0.73878,0.39425,1.61515,1.12455,1.76653,2.98e-05,2.98e-05,2.98e-05
100,1843.42,1.01345,0.80683,1.36498,0.74327,0.68943,0.74083,0.39528,1.61931,1.12718,1.77331,1.99e-05,1.99e-05,1.99e-05
