epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,231.291,1.50813,1.56063,1.61089,0.66552,0.56454,0.63797,0.31223,1.69183,1.56321,1.75571,0.0007921,0.0007921,0.0007921
23,241.883,1.49989,1.56319,1.62354,0.58638,0.62167,0.64783,0.33601,1.69524,1.53872,1.74893,0.0007822,0.0007822,0.0007822
24,252.391,1.45626,1.51569,1.57659,0.58752,0.66707,0.68958,0.35417,1.66061,1.4008,1.71658,0.0007723,0.0007723,0.0007723
25,262.964,1.47984,1.51026,1.59809,0.61876,0.61319,0.67526,0.34661,1.66878,1.45122,1.71584,0.0007624,0.0007624,0.0007624
26,273.474,1.45936,1.48913,1.57255,0.60447,0.64677,0.67917,0.34944,1.64505,1.43261,1.74214,0.0007525,0.0007525,0.0007525
27,283.902,1.45238,1.48603,1.58148,0.59156,0.611,0.65741,0.32973,1.6947,1.51657,1.74332,0.0007426,0.0007426,0.0007426
28,294.41,1.465,1.47401,1.58649,0.59285,0.62665,0.65278,0.33514,1.67046,1.49909,1.75713,0.0007327,0.0007327,0.0007327
29,304.92,1.45254,1.43229,1.55762,0.59131,0.6651,0.68227,0.35832,1.61649,1.46072,1.6848,0.0007228,0.0007228,0.0007228
30,315.413,1.44402,1.43692,1.58898,0.62043,0.64348,0.67454,0.34852,1.66313,1.44767,1.7088,0.0007129,0.0007129,0.0007129
31,325.939,1.43706,1.44239,1.56217,0.56872,0.66021,0.65946,0.34575,1.64266,1.46642,1.70422,0.000703,0.000703,0.000703
32,336.426,1.44024,1.41635,1.5557,0.63145,0.64186,0.68212,0.35113,1.59374,1.41028,1.69554,0.0006931,0.0006931,0.0006931
33,347.008,1.42598,1.42179,1.56605,0.5763,0.65682,0.67434,0.3619,1.5666,1.39784,1.66286,0.0006832,0.0006832,0.0006832
34,357.492,1.41945,1.40197,1.55241,0.61725,0.66875,0.69531,0.35606,1.69532,1.38857,1.74153,0.0006733,0.0006733,0.0006733
35,367.976,1.42172,1.38913,1.54747,0.59382,0.67197,0.65812,0.33638,1.6306,1.43701,1.69723,0.0006634,0.0006634,0.0006634
36,378.465,1.39944,1.38792,1.52709,0.77874,0.56303,0.69624,0.3666,1.56634,1.37903,1.65516,0.0006535,0.0006535,0.0006535
37,388.944,1.4084,1.3876,1.53946,0.62672,0.66117,0.6941,0.36391,1.60493,1.3594,1.67198,0.0006436,0.0006436,0.0006436
38,399.386,1.38585,1.36079,1.51845,0.58649,0.69692,0.69106,0.37177,1.57642,1.37133,1.66116,0.0006337,0.0006337,0.0006337
39,409.874,1.38699,1.35282,1.5452,0.59056,0.71614,0.71413,0.37644,1.62725,1.33624,1.68407,0.0006238,0.0006238,0.0006238
40,420.325,1.39602,1.35354,1.54313,0.69252,0.65354,0.71053,0.36533,1.61137,1.3317,1.69645,0.0006139,0.0006139,0.0006139
41,430.831,1.38746,1.34475,1.52834,0.65993,0.6758,0.70383,0.3744,1.63066,1.36741,1.68369,0.000604,0.000604,0.000604
42,441.22,1.38557,1.32889,1.51668,0.55893,0.68742,0.67771,0.35063,1.64239,1.41193,1.71337,0.0005941,0.0005941,0.0005941
43,451.585,1.39468,1.34178,1.52885,0.69746,0.65794,0.72357,0.38081,1.58181,1.34714,1.66534,0.0005842,0.0005842,0.0005842
44,461.978,1.36953,1.32394,1.50123,0.62136,0.67621,0.70326,0.35499,1.67816,1.38076,1.70154,0.0005743,0.0005743,0.0005743
45,472.391,1.37924,1.32411,1.51406,0.63761,0.69816,0.73101,0.3895,1.58212,1.32339,1.64447,0.0005644,0.0005644,0.0005644
46,482.735,1.36931,1.29515,1.51093,0.62361,0.66293,0.67635,0.3631,1.65041,1.36945,1.68483,0.0005545,0.0005545,0.0005545
47,493.198,1.35102,1.26969,1.49864,0.65539,0.66223,0.69448,0.3616,1.62283,1.34759,1.69552,0.0005446,0.0005446,0.0005446
48,503.696,1.34742,1.29038,1.50745,0.65225,0.67762,0.69934,0.36783,1.59669,1.33722,1.67385,0.0005347,0.0005347,0.0005347
49,514.207,1.35098,1.293,1.51203,0.68223,0.6622,0.69254,0.36942,1.5923,1.32372,1.66598,0.0005248,0.0005248,0.0005248
50,524.68,1.32337,1.2547,1.48041,0.60078,0.70144,0.69629,0.37523,1.60583,1.3292,1.69971,0.0005149,0.0005149,0.0005149
51,535.235,1.34038,1.26416,1.48951,0.62364,0.69295,0.72375,0.39224,1.57977,1.29037,1.66207,0.000505,0.000505,0.000505
52,545.699,1.32127,1.22366,1.46752,0.60047,0.67024,0.70254,0.38335,1.59386,1.30402,1.66458,0.0004951,0.0004951,0.0004951
53,556.183,1.32954,1.22956,1.48235,0.67783,0.68787,0.73091,0.39219,1.60069,1.30773,1.6845,0.0004852,0.0004852,0.0004852
54,566.686,1.32653,1.24328,1.48248,0.66606,0.68394,0.72352,0.38053,1.60307,1.30154,1.65815,0.0004753,0.0004753,0.0004753
55,577.123,1.30816,1.20927,1.45736,0.62399,0.71741,0.72487,0.39365,1.61354,1.25783,1.69258,0.0004654,0.0004654,0.0004654
56,587.667,1.30492,1.20912,1.46467,0.63896,0.67337,0.69559,0.37702,1.59486,1.32076,1.676,0.0004555,0.0004555,0.0004555
57,598.203,1.306,1.18155,1.45228,0.62911,0.70583,0.72181,0.38855,1.59255,1.26564,1.66545,0.0004456,0.0004456,0.0004456
58,608.673,1.30327,1.20046,1.45683,0.65665,0.71443,0.72253,0.38882,1.59464,1.26488,1.66954,0.0004357,0.0004357,0.0004357
59,619.254,1.30147,1.20221,1.45904,0.59088,0.70532,0.70139,0.3758,1.59188,1.31273,1.66517,0.0004258,0.0004258,0.0004258
60,629.755,1.30848,1.20019,1.47003,0.64716,0.67624,0.72271,0.38015,1.58879,1.27268,1.65537,0.0004159,0.0004159,0.0004159
61,640.316,1.28166,1.17659,1.4474,0.60536,0.70479,0.69719,0.36502,1.66852,1.30466,1.68407,0.000406,0.000406,0.000406
62,650.81,1.28013,1.16811,1.44471,0.62073,0.69497,0.70614,0.3834,1.59581,1.28245,1.66791,0.0003961,0.0003961,0.0003961
63,661.342,1.26201,1.12323,1.41934,0.6776,0.68797,0.72391,0.38824,1.56586,1.25887,1.63909,0.0003862,0.0003862,0.0003862
64,671.934,1.26185,1.14959,1.42684,0.68031,0.70358,0.72383,0.38968,1.59968,1.27424,1.65145,0.0003763,0.0003763,0.0003763
65,682.455,1.25868,1.13323,1.41927,0.69987,0.67394,0.73789,0.40748,1.57191,1.2261,1.63286,0.0003664,0.0003664,0.0003664
66,692.903,1.24664,1.1253,1.42177,0.62238,0.72776,0.73142,0.3941,1.56594,1.23801,1.66455,0.0003565,0.0003565,0.0003565
67,703.37,1.24782,1.1271,1.41817,0.61918,0.73098,0.72459,0.38563,1.61856,1.24271,1.68505,0.0003466,0.0003466,0.0003466
68,713.826,1.25996,1.10947,1.42581,0.6316,0.73078,0.73835,0.39424,1.60773,1.22944,1.67536,0.0003367,0.0003367,0.0003367
69,724.291,1.25788,1.14351,1.42636,0.68663,0.68656,0.73966,0.39391,1.60111,1.24671,1.67912,0.0003268,0.0003268,0.0003268
70,734.743,1.23827,1.11272,1.42142,0.68891,0.69886,0.73387,0.40208,1.58304,1.23417,1.66448,0.0003169,0.0003169,0.0003169
71,745.069,1.24739,1.09341,1.41974,0.63084,0.72534,0.73737,0.40394,1.57396,1.22854,1.64698,0.000307,0.000307,0.000307
72,755.45,1.23889,1.10255,1.40529,0.65223,0.7169,0.73009,0.39562,1.59344,1.22366,1.65991,0.0002971,0.0002971,0.0002971
73,765.931,1.22184,1.09933,1.41351,0.684,0.70912,0.73547,0.39712,1.57277,1.24758,1.64583,0.0002872,0.0002872,0.0002872
74,776.292,1.24839,1.09403,1.41273,0.68651,0.69653,0.7411,0.40676,1.59167,1.22619,1.64976,0.0002773,0.0002773,0.0002773
75,786.633,1.21871,1.09199,1.41144,0.69202,0.71055,0.74945,0.40628,1.56457,1.2117,1.65373,0.0002674,0.0002674,0.0002674
76,797.075,1.21347,1.06317,1.39296,0.63761,0.72935,0.73477,0.40501,1.56056,1.23611,1.64018,0.0002575,0.0002575,0.0002575
77,807.467,1.18408,1.0497,1.38445,0.64431,0.71484,0.72437,0.38701,1.60744,1.25558,1.67825,0.0002476,0.0002476,0.0002476
78,817.818,1.20197,1.08488,1.39516,0.65778,0.72739,0.72446,0.39156,1.60259,1.21849,1.66985,0.0002377,0.0002377,0.0002377
79,828.266,1.19351,1.06259,1.38797,0.63114,0.73176,0.74574,0.40441,1.59944,1.21434,1.67671,0.0002278,0.0002278,0.0002278
80,838.785,1.19402,1.04786,1.37991,0.65567,0.72601,0.73913,0.40402,1.55379,1.23486,1.64698,0.0002179,0.0002179,0.0002179
81,849.149,1.17637,1.025,1.37337,0.74176,0.67683,0.75166,0.39876,1.59496,1.19007,1.69149,0.000208,0.000208,0.000208
82,859.602,1.18539,1.02677,1.37775,0.72118,0.70777,0.75102,0.39749,1.58428,1.2122,1.66016,0.0001981,0.0001981,0.0001981
83,870.118,1.19175,1.0362,1.38277,0.64032,0.75317,0.73872,0.39621,1.58488,1.20734,1.66931,0.0001882,0.0001882,0.0001882
84,880.626,1.18012,1.03475,1.37153,0.71318,0.69756,0.73662,0.39408,1.59009,1.19239,1.67758,0.0001783,0.0001783,0.0001783
85,891.135,1.1785,1.01629,1.36194,0.73398,0.65946,0.73497,0.40288,1.57307,1.20769,1.66545,0.0001684,0.0001684,0.0001684
86,901.615,1.16803,1.01791,1.36972,0.67436,0.71436,0.74358,0.39773,1.58447,1.20855,1.6763,0.0001585,0.0001585,0.0001585
87,912.205,1.15452,1.01668,1.37237,0.6538,0.73296,0.7335,0.40093,1.57948,1.19218,1.67707,0.0001486,0.0001486,0.0001486
88,922.728,1.15763,0.99998,1.3593,0.7089,0.71837,0.74514,0.4047,1.59037,1.18983,1.67785,0.0001387,0.0001387,0.0001387
89,933.155,1.14965,0.99792,1.35205,0.67363,0.72386,0.74597,0.40456,1.59708,1.18673,1.68003,0.0001288,0.0001288,0.0001288
90,943.645,1.14348,0.99372,1.34843,0.70959,0.70459,0.73385,0.40015,1.57867,1.19996,1.66367,0.0001189,0.0001189,0.0001189
91,961.842,1.07183,0.88119,1.3304,0.70152,0.71425,0.73887,0.40168,1.59365,1.20249,1.67232,0.000109,0.000109,0.000109
92,972.305,1.05915,0.84723,1.32,0.69085,0.70658,0.72992,0.39506,1.6097,1.2106,1.69667,9.91e-05,9.91e-05,9.91e-05
93,982.718,1.06546,0.85038,1.3223,0.70999,0.69753,0.74008,0.39466,1.6081,1.20529,1.70259,8.92e-05,8.92e-05,8.92e-05
94,993.064,1.05651,0.85534,1.31956,0.66586,0.72557,0.73259,0.39881,1.59651,1.19515,1.69071,7.93e-05,7.93e-05,7.93e-05
95,1003.56,1.0557,0.85787,1.31318,0.70462,0.72836,0.73994,0.40352,1.57153,1.18323,1.67777,6.94e-05,6.94e-05,6.94e-05
96,1014.13,1.03804,0.82612,1.29306,0.71923,0.72117,0.7503,0.40087,1.58743,1.20664,1.69153,5.95e-05,5.95e-05,5.95e-05
97,1024.65,1.04245,0.83384,1.30915,0.73963,0.69863,0.75324,0.40664,1.58784,1.19084,1.69163,4.96e-05,4.96e-05,4.96e-05
98,1035.06,1.03019,0.83556,1.30195,0.70675,0.70667,0.7451,0.4017,1.59678,1.19414,1.69409,3.97e-05,3.97e-05,3.97e-05
99,1045.55,1.02139,0.82997,1.30765,0.71788,0.69624,0.75268,0.40185,1.5878,1.18647,1.69158,2.98e-05,2.98e-05,2.98e-05
100,1055.93,1.02099,0.80789,1.29403,0.73619,0.70053,0.75412,0.39947,1.59639,1.19364,1.69919,1.99e-05,1.99e-05,1.99e-05
