epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,176.551,1.50312,1.66618,1.61143,0.72042,0.55345,0.63356,0.30878,1.70493,1.61261,1.77666,0.0007624,0.0007624,0.0007624
14,186.947,1.48891,1.60066,1.58186,0.64441,0.524,0.59076,0.3079,1.67311,1.68671,1.75425,0.0007426,0.0007426,0.0007426
15,197.374,1.49429,1.63173,1.59924,0.54605,0.55174,0.57651,0.291,1.74979,1.70774,1.81487,0.0007228,0.0007228,0.0007228
16,207.841,1.45307,1.56383,1.56594,0.60483,0.56103,0.59195,0.28858,1.70482,1.61918,1.77586,0.000703,0.000703,0.000703
17,218.191,1.46417,1.56473,1.5776,0.80521,0.54947,0.67293,0.34289,1.6093,1.53207,1.72602,0.0006832,0.0006832,0.0006832
18,228.564,1.4604,1.5657,1.57395,0.68285,0.52598,0.61744,0.31794,1.71566,1.58422,1.76791,0.0006634,0.0006634,0.0006634
19,239.027,1.45855,1.55034,1.57179,0.56446,0.63932,0.65461,0.3207,1.6917,1.50177,1.73794,0.0006436,0.0006436,0.0006436
20,249.529,1.4243,1.49975,1.53696,0.60064,0.59686,0.646,0.32999,1.67132,1.5094,1.71666,0.0006238,0.0006238,0.0006238
21,259.93,1.44129,1.49511,1.55311,0.55832,0.68944,0.66673,0.32772,1.71222,1.5286,1.74936,0.000604,0.000604,0.000604
22,270.388,1.43418,1.47944,1.55094,0.66676,0.58767,0.67109,0.34357,1.62131,1.45871,1.70668,0.0005842,0.0005842,0.0005842
23,280.787,1.40317,1.43276,1.52672,0.52697,0.62557,0.65096,0.33865,1.65806,1.48093,1.7314,0.0005644,0.0005644,0.0005644
24,291.211,1.40239,1.44986,1.53313,0.73663,0.55188,0.62907,0.31961,1.68179,1.51212,1.73345,0.0005446,0.0005446,0.0005446
25,301.621,1.37743,1.40809,1.50658,0.64969,0.59554,0.6812,0.35657,1.61151,1.39938,1.68792,0.0005248,0.0005248,0.0005248
26,311.995,1.41156,1.43475,1.53158,0.65129,0.60209,0.67238,0.35864,1.59319,1.44421,1.67629,0.000505,0.000505,0.000505
27,322.349,1.37563,1.41762,1.52126,0.60327,0.70081,0.70294,0.36294,1.63181,1.4109,1.70293,0.0004852,0.0004852,0.0004852
28,332.702,1.37043,1.39209,1.50341,0.60417,0.66704,0.69225,0.37001,1.61419,1.40584,1.68384,0.0004654,0.0004654,0.0004654
29,343.075,1.36233,1.3712,1.4974,0.65993,0.64015,0.70346,0.37929,1.59933,1.40615,1.6871,0.0004456,0.0004456,0.0004456
30,353.405,1.36311,1.38425,1.50527,0.60771,0.63782,0.67893,0.35979,1.60726,1.4211,1.69881,0.0004258,0.0004258,0.0004258
31,363.707,1.35812,1.35685,1.48844,0.60817,0.6737,0.69439,0.38401,1.58825,1.40075,1.6502,0.000406,0.000406,0.000406
32,374.174,1.33625,1.35102,1.47575,0.59574,0.65835,0.68546,0.35994,1.63914,1.38387,1.7026,0.0003862,0.0003862,0.0003862
33,384.534,1.3527,1.34355,1.49786,0.6395,0.64686,0.6915,0.36235,1.625,1.3788,1.69294,0.0003664,0.0003664,0.0003664
34,394.959,1.31979,1.31249,1.46721,0.65682,0.67124,0.7199,0.37287,1.60696,1.34672,1.69761,0.0003466,0.0003466,0.0003466
35,405.4,1.32854,1.31124,1.47408,0.59631,0.6523,0.67949,0.37023,1.57872,1.37438,1.66844,0.0003268,0.0003268,0.0003268
36,415.827,1.31779,1.30822,1.47093,0.5687,0.65268,0.67254,0.35921,1.64984,1.36707,1.69435,0.000307,0.000307,0.000307
37,426.324,1.32061,1.28454,1.47686,0.63488,0.66957,0.70307,0.37797,1.60606,1.33432,1.68081,0.0002872,0.0002872,0.0002872
38,436.79,1.315,1.31112,1.4686,0.66435,0.68208,0.72569,0.3845,1.62634,1.29009,1.687,0.0002674,0.0002674,0.0002674
39,447.271,1.29418,1.25756,1.45228,0.57763,0.73242,0.70619,0.38441,1.60571,1.31301,1.67746,0.0002476,0.0002476,0.0002476
40,457.68,1.26472,1.24104,1.43844,0.60874,0.70519,0.71957,0.39366,1.56654,1.3078,1.64756,0.0002278,0.0002278,0.0002278
41,475.958,1.37239,1.30111,1.54885,0.63176,0.69112,0.72944,0.39577,1.5613,1.29736,1.64239,0.000208,0.000208,0.000208
42,486.429,1.30766,1.20952,1.51188,0.59734,0.70517,0.71328,0.39719,1.54643,1.28001,1.634,0.0001882,0.0001882,0.0001882
43,496.862,1.27627,1.15695,1.48238,0.64656,0.6873,0.72465,0.39517,1.5844,1.28515,1.65864,0.0001684,0.0001684,0.0001684
44,507.386,1.2809,1.12932,1.48559,0.64239,0.69667,0.73401,0.40394,1.53924,1.25618,1.64214,0.0001486,0.0001486,0.0001486
45,517.843,1.25723,1.14038,1.48798,0.61279,0.70106,0.73398,0.40742,1.54781,1.24828,1.64011,0.0001288,0.0001288,0.0001288
46,528.204,1.24038,1.11237,1.46083,0.6723,0.6954,0.73016,0.40359,1.57288,1.25039,1.65547,0.000109,0.000109,0.000109
47,538.573,1.23874,1.09666,1.45188,0.65214,0.69711,0.72646,0.39705,1.57919,1.25275,1.65373,8.92e-05,8.92e-05,8.92e-05
48,548.928,1.22131,1.08044,1.45209,0.7113,0.69732,0.74478,0.40605,1.55602,1.24537,1.64113,6.94e-05,6.94e-05,6.94e-05
49,559.236,1.2013,1.07647,1.44522,0.68669,0.72538,0.75513,0.41424,1.54291,1.22431,1.64355,4.96e-05,4.96e-05,4.96e-05
50,569.668,1.21289,1.06953,1.44842,0.68468,0.71569,0.75152,0.41497,1.54748,1.22318,1.64295,2.98e-05,2.98e-05,2.98e-05
