epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,890.374,1.38877,1.31874,1.59326,0.55905,0.62204,0.63781,0.3218,1.67483,1.56688,1.90415,0.00075745,0.00075745,0.00075745
51,908.178,1.39763,1.33299,1.60161,0.62865,0.66812,0.6869,0.34822,1.65679,1.41578,1.85438,0.0007525,0.0007525,0.0007525
52,926.073,1.379,1.29417,1.57027,0.64772,0.65087,0.6901,0.35794,1.65254,1.38536,1.88905,0.00074755,0.00074755,0.00074755
53,943.823,1.38341,1.30082,1.60216,0.6053,0.6612,0.6738,0.34354,1.71093,1.42866,1.89868,0.0007426,0.0007426,0.0007426
54,961.516,1.39239,1.28778,1.5998,0.6036,0.67746,0.66903,0.32966,1.70565,1.41785,1.90225,0.00073765,0.00073765,0.00073765
55,979.422,1.37521,1.29031,1.5743,0.61164,0.6958,0.68765,0.35788,1.63893,1.37129,1.87481,0.0007327,0.0007327,0.0007327
56,997.176,1.36357,1.28803,1.58035,0.59713,0.64588,0.6758,0.33889,1.62978,1.40919,1.8496,0.00072775,0.00072775,0.00072775
57,1014.96,1.37078,1.25872,1.57146,0.59193,0.68039,0.68014,0.35177,1.65205,1.39151,1.8695,0.0007228,0.0007228,0.0007228
58,1033,1.35769,1.27631,1.56672,0.63857,0.69787,0.72021,0.36461,1.62988,1.3717,1.85676,0.00071785,0.00071785,0.00071785
59,1050.87,1.35275,1.275,1.56973,0.57758,0.68895,0.68727,0.35529,1.63451,1.43957,1.86636,0.0007129,0.0007129,0.0007129
60,1068.68,1.35205,1.27735,1.57531,0.6261,0.67813,0.69498,0.35874,1.61325,1.36827,1.84162,0.00070795,0.00070795,0.00070795
61,1086.69,1.34606,1.266,1.56313,0.60399,0.68088,0.69271,0.35093,1.66404,1.37791,1.87247,0.000703,0.000703,0.000703
62,1104.49,1.34937,1.25382,1.56565,0.60989,0.64715,0.66667,0.34498,1.66825,1.39378,1.8896,0.00069805,0.00069805,0.00069805
63,1122.42,1.34084,1.21157,1.54504,0.59673,0.66997,0.65514,0.34473,1.61692,1.42963,1.82107,0.0006931,0.0006931,0.0006931
64,1140.27,1.32987,1.23234,1.54922,0.70683,0.60237,0.67854,0.35655,1.65914,1.36965,1.8708,0.00068815,0.00068815,0.00068815
65,1158.14,1.32887,1.22967,1.54537,0.6882,0.63277,0.69661,0.35833,1.63952,1.35657,1.87413,0.0006832,0.0006832,0.0006832
66,1176.28,1.31998,1.22323,1.55426,0.62962,0.6719,0.68383,0.35014,1.64417,1.37645,1.87968,0.00067825,0.00067825,0.00067825
67,1194.03,1.31904,1.21296,1.54749,0.6691,0.69577,0.72129,0.36997,1.65277,1.33396,1.87727,0.0006733,0.0006733,0.0006733
68,1211.92,1.32009,1.19774,1.54691,0.56862,0.70268,0.68974,0.35543,1.66416,1.37224,1.86145,0.00066835,0.00066835,0.00066835
69,1229.93,1.32388,1.23539,1.54003,0.62457,0.69185,0.69873,0.35792,1.61811,1.37373,1.83533,0.0006634,0.0006634,0.0006634
70,1247.81,1.3126,1.21872,1.54552,0.65612,0.66893,0.69477,0.34748,1.67195,1.42333,1.90123,0.00065845,0.00065845,0.00065845
71,1265.93,1.3172,1.19676,1.53166,0.63496,0.68277,0.70034,0.3781,1.63839,1.35433,1.86509,0.0006535,0.0006535,0.0006535
72,1283.8,1.30815,1.20075,1.52548,0.63909,0.68205,0.69991,0.36728,1.64082,1.33374,1.85323,0.00064855,0.00064855,0.00064855
73,1301.58,1.2936,1.20543,1.54351,0.61436,0.69771,0.6921,0.36123,1.64152,1.32982,1.87835,0.0006436,0.0006436,0.0006436
74,1319.31,1.31257,1.19846,1.53023,0.62717,0.68277,0.701,0.35877,1.67646,1.36004,1.88995,0.00063865,0.00063865,0.00063865
75,1337.17,1.2931,1.19636,1.53834,0.55642,0.70582,0.68882,0.36345,1.62186,1.3238,1.84311,0.0006337,0.0006337,0.0006337
76,1354.86,1.29062,1.16565,1.51109,0.65292,0.66976,0.70312,0.36645,1.64621,1.31751,1.87588,0.00062875,0.00062875,0.00062875
77,1372.6,1.27662,1.1727,1.51955,0.60224,0.69814,0.70069,0.35475,1.68025,1.3664,1.88529,0.0006238,0.0006238,0.0006238
78,1390.3,1.28107,1.20207,1.52639,0.59651,0.66258,0.68812,0.34629,1.6938,1.38056,1.88069,0.00061885,0.00061885,0.00061885
79,1408.1,1.28471,1.16127,1.51845,0.64395,0.64997,0.68378,0.35268,1.68604,1.33995,1.91365,0.0006139,0.0006139,0.0006139
80,1425.73,1.29094,1.16457,1.51869,0.658,0.65461,0.70552,0.37392,1.62509,1.29529,1.8498,0.00060895,0.00060895,0.00060895
81,1443.49,1.26883,1.10775,1.50736,0.69388,0.69297,0.72585,0.37682,1.65054,1.29939,1.88465,0.000604,0.000604,0.000604
82,1461.36,1.26505,1.12002,1.49712,0.69744,0.63698,0.70106,0.36687,1.64196,1.33172,1.84713,0.00059905,0.00059905,0.00059905
83,1479.11,1.26626,1.1406,1.50102,0.61469,0.70268,0.7192,0.37122,1.65379,1.33023,1.85527,0.0005941,0.0005941,0.0005941
84,1497.07,1.25468,1.13702,1.49807,0.68218,0.64341,0.69722,0.37269,1.63255,1.34157,1.85616,0.00058915,0.00058915,0.00058915
85,1514.78,1.25114,1.12769,1.48347,0.64985,0.68995,0.71873,0.38613,1.60405,1.31565,1.8329,0.0005842,0.0005842,0.0005842
86,1532.55,1.26257,1.13205,1.50943,0.6609,0.66919,0.70756,0.37453,1.60224,1.33012,1.861,0.00057925,0.00057925,0.00057925
87,1550.32,1.24346,1.1265,1.50609,0.66141,0.7077,0.7327,0.3884,1.63821,1.27186,1.86597,0.0005743,0.0005743,0.0005743
88,1568.11,1.24466,1.11363,1.48076,0.69461,0.67554,0.72784,0.37779,1.64478,1.2809,1.84968,0.00056935,0.00056935,0.00056935
89,1585.8,1.23636,1.10637,1.47741,0.67464,0.68057,0.71723,0.37053,1.67004,1.31162,1.86189,0.0005644,0.0005644,0.0005644
90,1603.6,1.23704,1.09359,1.47801,0.62583,0.65829,0.68833,0.35759,1.66405,1.37658,1.87361,0.00055945,0.00055945,0.00055945
91,1621.22,1.24549,1.10206,1.48696,0.62185,0.69379,0.6925,0.36316,1.67343,1.28285,1.88786,0.0005545,0.0005545,0.0005545
92,1638.97,1.25638,1.08365,1.48711,0.63151,0.69401,0.69528,0.35988,1.65861,1.3044,1.87714,0.00054955,0.00054955,0.00054955
93,1656.73,1.21274,1.08517,1.47257,0.67451,0.62434,0.69558,0.38041,1.5824,1.32028,1.815,0.0005446,0.0005446,0.0005446
94,1674.35,1.23508,1.09071,1.4691,0.63668,0.69786,0.69833,0.36385,1.65773,1.31647,1.8668,0.00053965,0.00053965,0.00053965
95,1692.13,1.23002,1.08093,1.48372,0.66682,0.66315,0.6956,0.37372,1.6516,1.34084,1.87009,0.0005347,0.0005347,0.0005347
96,1709.93,1.22039,1.06275,1.46721,0.69227,0.64627,0.69854,0.37075,1.66254,1.3135,1.8772,0.00052975,0.00052975,0.00052975
97,1727.75,1.21566,1.06391,1.45649,0.74454,0.64931,0.71478,0.37623,1.62253,1.27645,1.86521,0.0005248,0.0005248,0.0005248
98,1745.53,1.21779,1.0604,1.45991,0.65454,0.72599,0.73931,0.39237,1.61502,1.30142,1.83813,0.00051985,0.00051985,0.00051985
99,1763.33,1.20009,1.03096,1.45185,0.6207,0.71459,0.72189,0.3812,1.63118,1.26015,1.86749,0.0005149,0.0005149,0.0005149
100,1781.03,1.20062,1.04851,1.45061,0.66715,0.6794,0.72185,0.37859,1.67089,1.30498,1.87146,0.00050995,0.00050995,0.00050995
101,1798.69,1.20241,1.04269,1.45432,0.65971,0.66372,0.70962,0.38826,1.6122,1.25658,1.84647,0.000505,0.000505,0.000505
102,1816.27,1.20415,1.01586,1.44172,0.70215,0.65517,0.71386,0.37498,1.66203,1.30698,1.88718,0.00050005,0.00050005,0.00050005
103,1834.07,1.2205,1.04064,1.46302,0.68222,0.67341,0.72801,0.38913,1.63199,1.2425,1.87092,0.0004951,0.0004951,0.0004951
104,1851.76,1.18608,1.01174,1.4304,0.64284,0.66837,0.70555,0.37565,1.67584,1.30614,1.88826,0.00049015,0.00049015,0.00049015
105,1869.52,1.19618,1.03333,1.44935,0.58376,0.71793,0.70602,0.37829,1.63604,1.28719,1.8638,0.0004852,0.0004852,0.0004852
106,1887.28,1.18606,1.01509,1.44615,0.63155,0.70011,0.7219,0.37817,1.65297,1.28619,1.88436,0.00048025,0.00048025,0.00048025
107,1905.07,1.17355,1.0092,1.43286,0.66079,0.68941,0.71901,0.38402,1.66907,1.25524,1.90424,0.0004753,0.0004753,0.0004753
108,1922.66,1.15936,0.99767,1.42513,0.64844,0.69445,0.71891,0.3813,1.64341,1.22939,1.89992,0.00047035,0.00047035,0.00047035
109,1940.52,1.17037,1.00949,1.43637,0.70899,0.67697,0.71649,0.37773,1.61706,1.2679,1.85767,0.0004654,0.0004654,0.0004654
110,1958.27,1.17443,1.01408,1.43481,0.70532,0.66952,0.70412,0.37194,1.63261,1.28502,1.88835,0.00046045,0.00046045,0.00046045
111,1976.07,1.15373,0.98831,1.41269,0.60342,0.72345,0.70727,0.36744,1.66427,1.30787,1.907,0.0004555,0.0004555,0.0004555
112,1993.9,1.16373,1.00849,1.4436,0.68785,0.68945,0.72709,0.38416,1.63062,1.24708,1.8779,0.00045055,0.00045055,0.00045055
113,2011.95,1.1583,0.97798,1.41478,0.68083,0.68322,0.72084,0.37807,1.66024,1.24175,1.90385,0.0004456,0.0004456,0.0004456
114,2029.89,1.16375,0.99268,1.41521,0.64989,0.68496,0.71004,0.36861,1.67004,1.29436,1.92039,0.00044065,0.00044065,0.00044065
115,2047.6,1.16312,0.98947,1.43283,0.63535,0.70845,0.70368,0.37618,1.67092,1.25292,1.91246,0.0004357,0.0004357,0.0004357
116,2065.28,1.12951,0.95162,1.39592,0.67683,0.7127,0.72216,0.37953,1.64658,1.28439,1.89582,0.00043075,0.00043075,0.00043075
117,2082.91,1.13952,0.9789,1.4168,0.64107,0.70018,0.69587,0.35991,1.6968,1.2841,1.93297,0.0004258,0.0004258,0.0004258
118,2100.6,1.11527,0.95592,1.41888,0.67719,0.70286,0.71874,0.37497,1.66796,1.27523,1.93837,0.00042085,0.00042085,0.00042085
119,2118.57,1.14322,0.95783,1.4041,0.67347,0.72301,0.72654,0.37998,1.65307,1.2733,1.91356,0.0004159,0.0004159,0.0004159
120,2136.33,1.11453,0.94557,1.39625,0.73105,0.69486,0.7338,0.38857,1.64667,1.30494,1.93224,0.00041095,0.00041095,0.00041095
121,2154.27,1.1401,0.96245,1.4163,0.69916,0.67651,0.71707,0.37863,1.65791,1.27106,1.91761,0.000406,0.000406,0.000406
122,2171.93,1.13124,0.96973,1.41116,0.69399,0.70926,0.72736,0.37732,1.687,1.23722,1.91738,0.00040105,0.00040105,0.00040105
123,2189.63,1.10942,0.93835,1.38281,0.6321,0.72793,0.70294,0.37448,1.68873,1.26317,1.93892,0.0003961,0.0003961,0.0003961
124,2207.41,1.12469,0.94834,1.40395,0.68857,0.69322,0.7114,0.36777,1.67848,1.24964,1.93867,0.00039115,0.00039115,0.00039115
125,2225.24,1.11885,0.93704,1.39443,0.65485,0.71052,0.72551,0.3748,1.66347,1.25687,1.93926,0.0003862,0.0003862,0.0003862
126,2242.89,1.11062,0.92626,1.39113,0.72752,0.67722,0.73999,0.38709,1.67424,1.25611,1.94166,0.00038125,0.00038125,0.00038125
127,2260.59,1.12008,0.94853,1.39946,0.66195,0.67855,0.71587,0.37594,1.67224,1.25888,1.93084,0.0003763,0.0003763,0.0003763
128,2278.42,1.11186,0.94578,1.39047,0.67645,0.69403,0.72218,0.36999,1.67142,1.25145,1.89938,0.00037135,0.00037135,0.00037135
129,2296.32,1.09958,0.91374,1.39442,0.6617,0.70031,0.72585,0.37849,1.6818,1.22823,1.94749,0.0003664,0.0003664,0.0003664
130,2314.11,1.0936,0.8978,1.37389,0.64234,0.70912,0.71709,0.37105,1.69278,1.23194,1.94733,0.00036145,0.00036145,0.00036145
131,2331.89,1.09853,0.91473,1.37796,0.68007,0.686,0.7112,0.36394,1.69947,1.27826,1.95595,0.0003565,0.0003565,0.0003565
132,2349.53,1.08224,0.89333,1.36783,0.67247,0.70821,0.72014,0.38279,1.67036,1.25125,1.9464,0.00035155,0.00035155,0.00035155
133,2367.28,1.0697,0.88081,1.36734,0.68521,0.70657,0.71807,0.37639,1.67825,1.23572,1.94498,0.0003466,0.0003466,0.0003466
134,2385.06,1.08036,0.89572,1.36004,0.70459,0.70353,0.73143,0.38063,1.67481,1.24029,1.93193,0.00034165,0.00034165,0.00034165
135,2402.72,1.08696,0.89411,1.36127,0.69998,0.72951,0.7181,0.37591,1.64071,1.24363,1.90793,0.0003367,0.0003367,0.0003367
136,2420.47,1.08592,0.8956,1.35954,0.68118,0.68158,0.72882,0.37634,1.70658,1.24204,1.96705,0.00033175,0.00033175,0.00033175
137,2438.27,1.05874,0.87496,1.35244,0.70287,0.70079,0.72933,0.38263,1.67712,1.24762,1.95137,0.0003268,0.0003268,0.0003268
138,2456,1.06567,0.88272,1.36381,0.72225,0.69713,0.72444,0.37948,1.66957,1.23729,1.94297,0.00032185,0.00032185,0.00032185
139,2473.73,1.06565,0.87309,1.35052,0.70821,0.7146,0.74153,0.39277,1.65438,1.21353,1.94129,0.0003169,0.0003169,0.0003169
140,2491.4,1.06098,0.86305,1.35133,0.70364,0.70606,0.73209,0.39073,1.67403,1.21485,1.95435,0.00031195,0.00031195,0.00031195
141,2509.22,1.06951,0.88794,1.34856,0.68283,0.70009,0.73181,0.38716,1.66003,1.22952,1.93623,0.000307,0.000307,0.000307
142,2526.98,1.06162,0.8739,1.34527,0.66977,0.71647,0.73519,0.38335,1.67979,1.2421,1.96794,0.00030205,0.00030205,0.00030205
143,2544.63,1.06431,0.88125,1.36176,0.70404,0.69249,0.73303,0.38469,1.66939,1.21168,1.9609,0.0002971,0.0002971,0.0002971
144,2562.39,1.05484,0.85334,1.34119,0.65112,0.70876,0.71544,0.37445,1.68426,1.24883,1.976,0.00029215,0.00029215,0.00029215
145,2580.18,1.04985,0.85029,1.33608,0.68479,0.72282,0.72874,0.38366,1.6563,1.25208,1.94235,0.0002872,0.0002872,0.0002872
146,2598.22,1.04801,0.86175,1.34574,0.69933,0.72646,0.73193,0.38353,1.69266,1.23068,1.97737,0.00028225,0.00028225,0.00028225
147,2615.93,1.03166,0.84533,1.33936,0.66127,0.747,0.72903,0.38034,1.67027,1.23256,1.95901,0.0002773,0.0002773,0.0002773
148,2633.89,1.04121,0.84807,1.33086,0.73418,0.70058,0.73482,0.37881,1.68162,1.25942,1.96485,0.00027235,0.00027235,0.00027235
149,2651.62,1.02346,0.84056,1.33529,0.70079,0.6996,0.72548,0.37768,1.68295,1.27937,1.95327,0.0002674,0.0002674,0.0002674
150,2669.38,1.01291,0.83485,1.32802,0.69961,0.72358,0.72587,0.3738,1.70376,1.25348,2.00226,0.00026245,0.00026245,0.00026245
151,2687.13,1.01488,0.82121,1.31777,0.70594,0.70603,0.72778,0.37839,1.66415,1.24162,1.95576,0.0002575,0.0002575,0.0002575
152,2705,1.03813,0.85243,1.32511,0.72429,0.6829,0.73206,0.38013,1.68853,1.23229,1.98127,0.00025255,0.00025255,0.00025255
153,2722.82,1.0157,0.80943,1.32384,0.71443,0.71789,0.74212,0.38479,1.69715,1.22346,1.99251,0.0002476,0.0002476,0.0002476
154,2740.68,1.02778,0.83434,1.31893,0.73118,0.69255,0.7312,0.38423,1.66261,1.22131,1.97021,0.00024265,0.00024265,0.00024265
155,2758.48,1.01791,0.82721,1.32517,0.73294,0.67606,0.73176,0.37436,1.69201,1.23645,1.99924,0.0002377,0.0002377,0.0002377
156,2776.17,1.01345,0.8176,1.32585,0.74189,0.68075,0.73012,0.38488,1.68268,1.22132,1.98208,0.00023275,0.00023275,0.00023275
157,2793.83,0.99706,0.80862,1.31558,0.71598,0.70492,0.7348,0.38626,1.65795,1.22028,1.96508,0.0002278,0.0002278,0.0002278
158,2811.54,1.00856,0.80563,1.31977,0.71582,0.7041,0.72765,0.38331,1.66313,1.2335,1.96605,0.00022285,0.00022285,0.00022285
159,2829.22,0.99878,0.81976,1.31128,0.71437,0.70345,0.73202,0.38367,1.67515,1.2329,1.98789,0.0002179,0.0002179,0.0002179
160,2846.94,1.00137,0.81929,1.31763,0.69987,0.7282,0.73383,0.37964,1.68425,1.19974,2.0137,0.00021295,0.00021295,0.00021295
161,2864.89,0.99712,0.81021,1.3137,0.70914,0.72759,0.74985,0.38736,1.68438,1.19717,2.00121,0.000208,0.000208,0.000208
162,2882.82,0.99738,0.81832,1.31296,0.68726,0.70601,0.72676,0.38496,1.67939,1.22386,1.99958,0.00020305,0.00020305,0.00020305
163,2900.52,0.99525,0.81888,1.31013,0.66087,0.72285,0.72274,0.38498,1.65844,1.21126,1.98283,0.0001981,0.0001981,0.0001981
164,2918.27,0.99004,0.79235,1.30911,0.69629,0.70491,0.724,0.38511,1.69052,1.22128,2.00528,0.00019315,0.00019315,0.00019315
165,2936.02,0.9993,0.79939,1.2986,0.72669,0.67046,0.72449,0.38667,1.66604,1.22476,1.98664,0.0001882,0.0001882,0.0001882
166,2953.84,0.9783,0.79791,1.29868,0.6557,0.73524,0.72124,0.37657,1.68059,1.22976,1.98838,0.00018325,0.00018325,0.00018325
167,2971.7,0.99975,0.79343,1.30358,0.68913,0.72666,0.73241,0.37855,1.69579,1.2159,1.99832,0.0001783,0.0001783,0.0001783
168,2989.42,0.99339,0.79193,1.29743,0.69599,0.69811,0.73541,0.37991,1.69037,1.22075,2.00162,0.00017335,0.00017335,0.00017335
169,3007.37,0.9856,0.80351,1.30553,0.67381,0.71982,0.72428,0.37744,1.67345,1.25886,1.97867,0.0001684,0.0001684,0.0001684
170,3025.05,0.97357,0.77736,1.29099,0.70246,0.70985,0.72637,0.38076,1.66508,1.24524,1.99259,0.00016345,0.00016345,0.00016345
171,3042.7,0.97098,0.77503,1.2887,0.73863,0.68428,0.72888,0.38521,1.68269,1.20508,2.01116,0.0001585,0.0001585,0.0001585
172,3060.47,0.95428,0.78077,1.27721,0.76374,0.66346,0.73675,0.38512,1.69068,1.23157,2.0181,0.00015355,0.00015355,0.00015355
173,3078.07,0.96022,0.76008,1.27903,0.67287,0.72674,0.72596,0.38243,1.68301,1.25388,2.00356,0.0001486,0.0001486,0.0001486
174,3095.72,0.95105,0.76644,1.28437,0.70244,0.70611,0.73041,0.38197,1.66763,1.24833,2.00667,0.00014365,0.00014365,0.00014365
175,3113.43,0.95374,0.76984,1.28679,0.69248,0.73233,0.72423,0.37548,1.69584,1.24647,2.02164,0.0001387,0.0001387,0.0001387
176,3131.1,0.96226,0.77078,1.28533,0.71096,0.7166,0.72729,0.37781,1.70761,1.2565,2.02893,0.00013375,0.00013375,0.00013375
177,3148.98,0.94845,0.76066,1.28432,0.68873,0.75523,0.73555,0.3781,1.69218,1.25235,2.01751,0.0001288,0.0001288,0.0001288
178,3166.54,0.94783,0.76775,1.27084,0.6987,0.71369,0.73542,0.38166,1.69256,1.25199,2.00974,0.00012385,0.00012385,0.00012385
179,3184.26,0.92791,0.74414,1.26592,0.70908,0.72464,0.74042,0.38484,1.6937,1.25514,2.01779,0.0001189,0.0001189,0.0001189
180,3201.86,0.94356,0.75179,1.27145,0.68328,0.70586,0.72771,0.38065,1.6875,1.26176,2.01226,0.00011395,0.00011395,0.00011395
181,3219.55,0.95048,0.76138,1.27287,0.68726,0.71047,0.72949,0.3825,1.70532,1.26264,2.0371,0.000109,0.000109,0.000109
182,3237.21,0.9397,0.75881,1.26366,0.69458,0.74624,0.73446,0.38392,1.69866,1.24159,2.02981,0.00010405,0.00010405,0.00010405
183,3254.91,0.94139,0.76171,1.26657,0.71751,0.70962,0.72976,0.38233,1.68508,1.24741,2.01637,9.91e-05,9.91e-05,9.91e-05
184,3272.62,0.93746,0.74928,1.26242,0.70131,0.73642,0.74628,0.3871,1.69503,1.24497,2.0288,9.415e-05,9.415e-05,9.415e-05
