epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,405.25,1.43431,1.48244,1.60195,0.58644,0.61484,0.62785,0.30342,1.71712,1.49588,1.86164,0.0005842,0.0005842,0.0005842
23,423.553,1.41191,1.4401,1.58627,0.51505,0.6474,0.64041,0.31912,1.64332,1.53323,1.80738,0.0005644,0.0005644,0.0005644
24,441.855,1.40125,1.43515,1.59909,0.5584,0.56251,0.60249,0.28462,1.74745,1.5643,1.8902,0.0005446,0.0005446,0.0005446
25,460.088,1.40701,1.41897,1.58284,0.59903,0.65278,0.64798,0.32505,1.69475,1.44945,1.86894,0.0005248,0.0005248,0.0005248
26,478.764,1.38079,1.38405,1.56215,0.57403,0.65165,0.63323,0.32026,1.64398,1.43592,1.81465,0.000505,0.000505,0.000505
27,497.175,1.38998,1.3959,1.57033,0.59141,0.64539,0.64223,0.32601,1.67334,1.43263,1.82478,0.0004852,0.0004852,0.0004852
28,515.63,1.36802,1.34511,1.55101,0.57564,0.6628,0.67469,0.34093,1.6668,1.446,1.8051,0.0004654,0.0004654,0.0004654
29,533.563,1.34716,1.33515,1.54758,0.62491,0.65694,0.67133,0.33313,1.60503,1.40116,1.79175,0.0004456,0.0004456,0.0004456
30,552.157,1.37682,1.35725,1.56831,0.69734,0.60399,0.67817,0.34585,1.64283,1.41491,1.81865,0.0004258,0.0004258,0.0004258
31,570.473,1.34057,1.32973,1.5354,0.66282,0.66583,0.70363,0.34284,1.66675,1.41425,1.82131,0.000406,0.000406,0.000406
32,589.482,1.35189,1.31473,1.54708,0.73498,0.6118,0.68277,0.34267,1.65331,1.39243,1.8129,0.0003862,0.0003862,0.0003862
33,607.51,1.34838,1.3317,1.55814,0.63026,0.64095,0.67013,0.34193,1.61373,1.41694,1.82351,0.0003664,0.0003664,0.0003664
34,625.726,1.33945,1.31473,1.5232,0.5859,0.67007,0.67674,0.34958,1.66709,1.3965,1.82815,0.0003466,0.0003466,0.0003466
35,644.183,1.32692,1.28981,1.52782,0.64579,0.64767,0.69159,0.35831,1.6185,1.33061,1.78625,0.0003268,0.0003268,0.0003268
36,662.613,1.29659,1.28149,1.50748,0.63727,0.69173,0.71791,0.37315,1.58966,1.32365,1.78724,0.000307,0.000307,0.000307
37,681.198,1.30545,1.2832,1.52471,0.61895,0.68547,0.70379,0.36602,1.60041,1.35012,1.77645,0.0002872,0.0002872,0.0002872
38,699.484,1.28506,1.2407,1.50102,0.68806,0.65927,0.70189,0.36526,1.58508,1.30248,1.77152,0.0002674,0.0002674,0.0002674
39,718,1.28271,1.23362,1.50124,0.7055,0.65889,0.72683,0.37069,1.60974,1.31031,1.79518,0.0002476,0.0002476,0.0002476
40,736.635,1.2831,1.20851,1.49325,0.62893,0.68164,0.70908,0.36807,1.58944,1.31083,1.76692,0.0002278,0.0002278,0.0002278
41,764.962,1.38735,1.32881,1.65028,0.60495,0.69725,0.70726,0.36569,1.58438,1.26482,1.82511,0.000208,0.000208,0.000208
42,782.299,1.29299,1.18787,1.58132,0.68629,0.65324,0.7074,0.36492,1.58752,1.24708,1.75717,0.0001882,0.0001882,0.0001882
43,799.542,1.2752,1.1497,1.56822,0.66506,0.69928,0.72672,0.37914,1.58274,1.23482,1.76376,0.0001684,0.0001684,0.0001684
44,817.307,1.27174,1.14168,1.55493,0.65961,0.70339,0.72735,0.38609,1.5464,1.23393,1.74276,0.0001486,0.0001486,0.0001486
45,834.949,1.24379,1.11919,1.54784,0.6042,0.72547,0.72058,0.37614,1.58208,1.23479,1.76046,0.0001288,0.0001288,0.0001288
46,853.046,1.2369,1.10153,1.54272,0.64475,0.70309,0.71586,0.38587,1.55673,1.22303,1.73864,0.000109,0.000109,0.000109
47,870.262,1.21405,1.08154,1.52772,0.64054,0.71224,0.72463,0.38865,1.53916,1.21204,1.73943,8.92e-05,8.92e-05,8.92e-05
48,887.545,1.22354,1.07696,1.53418,0.64762,0.72704,0.73224,0.3922,1.54889,1.21407,1.73024,6.94e-05,6.94e-05,6.94e-05
49,904.703,1.20452,1.071,1.5229,0.68116,0.70482,0.73382,0.39706,1.54484,1.20892,1.73112,4.96e-05,4.96e-05,4.96e-05
50,921.876,1.1921,1.05651,1.50761,0.68177,0.69602,0.73587,0.39496,1.53416,1.19981,1.72793,2.98e-05,2.98e-05,2.98e-05
