epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,270.067,1.49154,1.57735,1.6572,0.75657,0.47871,0.5882,0.26931,1.73418,1.69925,2.02386,0.0006832,0.0006832,0.0006832
18,285.635,1.5022,1.57753,1.66882,0.62792,0.5849,0.6369,0.29439,1.75299,1.64372,1.92684,0.0006634,0.0006634,0.0006634
19,301.26,1.47698,1.55289,1.64278,0.58059,0.61739,0.61671,0.28287,1.68859,1.65096,1.94056,0.0006436,0.0006436,0.0006436
20,316.949,1.44666,1.51019,1.61713,0.55117,0.61888,0.6486,0.32376,1.6658,1.5581,1.89444,0.0006238,0.0006238,0.0006238
21,332.66,1.46493,1.52518,1.64139,0.75774,0.57827,0.65269,0.31441,1.68066,1.57689,1.89678,0.000604,0.000604,0.000604
22,348.484,1.45541,1.50257,1.62837,0.69792,0.54552,0.6251,0.31415,1.67525,1.58618,1.8956,0.0005842,0.0005842,0.0005842
23,364.09,1.42441,1.46342,1.60066,0.5384,0.64883,0.63995,0.30732,1.68054,1.60741,1.891,0.0005644,0.0005644,0.0005644
24,379.685,1.41424,1.47821,1.613,0.55733,0.59341,0.66537,0.3406,1.64456,1.57527,1.88934,0.0005446,0.0005446,0.0005446
25,395.415,1.4002,1.44635,1.59067,0.55233,0.63366,0.66444,0.32958,1.65885,1.53107,1.90385,0.0005248,0.0005248,0.0005248
26,411.063,1.44142,1.46087,1.62395,0.55417,0.66515,0.68118,0.33747,1.65159,1.48868,1.87542,0.000505,0.000505,0.000505
27,426.635,1.39928,1.44929,1.59975,0.61486,0.65159,0.68316,0.3446,1.63012,1.50082,1.87659,0.0004852,0.0004852,0.0004852
28,442.182,1.39702,1.41212,1.59259,0.63061,0.63335,0.67263,0.32959,1.68777,1.50401,1.95884,0.0004654,0.0004654,0.0004654
29,457.781,1.38078,1.4082,1.57846,0.64507,0.66644,0.70528,0.34842,1.61096,1.44691,1.87658,0.0004456,0.0004456,0.0004456
30,473.361,1.38703,1.39941,1.58667,0.59181,0.67593,0.68032,0.35516,1.65136,1.49706,1.89364,0.0004258,0.0004258,0.0004258
31,488.857,1.38336,1.37233,1.57055,0.61885,0.69307,0.69313,0.35343,1.62369,1.47986,1.85838,0.000406,0.000406,0.000406
32,504.445,1.36552,1.38183,1.56589,0.60056,0.68892,0.70505,0.35575,1.63415,1.43766,1.85965,0.0003862,0.0003862,0.0003862
33,520.019,1.37455,1.36612,1.58012,0.64218,0.68989,0.69994,0.3531,1.62819,1.41639,1.8583,0.0003664,0.0003664,0.0003664
34,535.646,1.35523,1.3288,1.53952,0.65269,0.69574,0.72934,0.37384,1.5951,1.38652,1.83377,0.0003466,0.0003466,0.0003466
35,551.21,1.35147,1.33331,1.5542,0.61987,0.68207,0.68352,0.36115,1.62236,1.41592,1.86957,0.0003268,0.0003268,0.0003268
36,566.76,1.34219,1.3338,1.54233,0.57916,0.70304,0.69578,0.35677,1.64732,1.41653,1.88454,0.000307,0.000307,0.000307
37,582.389,1.34446,1.31964,1.55128,0.62703,0.70344,0.71463,0.36202,1.65738,1.42775,1.88682,0.0002872,0.0002872,0.0002872
38,597.891,1.33689,1.33427,1.54881,0.61853,0.74291,0.73868,0.36984,1.60176,1.36202,1.81853,0.0002674,0.0002674,0.0002674
39,613.525,1.3143,1.28208,1.52516,0.66677,0.69292,0.72029,0.36722,1.61995,1.37148,1.84797,0.0002476,0.0002476,0.0002476
40,629.168,1.2961,1.27121,1.51656,0.62743,0.71968,0.73866,0.38086,1.60974,1.34774,1.83232,0.0002278,0.0002278,0.0002278
41,652.33,1.41929,1.37533,1.68182,0.69399,0.65977,0.722,0.37288,1.5896,1.37871,1.83556,0.000208,0.000208,0.000208
42,667.746,1.34857,1.26078,1.63332,0.72545,0.6612,0.73377,0.39026,1.56057,1.30938,1.80694,0.0001882,0.0001882,0.0001882
43,683.262,1.32204,1.21922,1.60287,0.61218,0.72614,0.73115,0.38024,1.60078,1.32313,1.80934,0.0001684,0.0001684,0.0001684
44,698.697,1.31122,1.19104,1.6008,0.73016,0.63927,0.74247,0.39497,1.5537,1.30785,1.7991,0.0001486,0.0001486,0.0001486
45,714.242,1.29279,1.20512,1.59557,0.65021,0.71291,0.74534,0.39304,1.57821,1.31441,1.81413,0.0001288,0.0001288,0.0001288
46,729.828,1.27676,1.17222,1.5711,0.64348,0.72401,0.74917,0.39558,1.59376,1.29675,1.82468,0.000109,0.000109,0.000109
47,745.372,1.27944,1.14579,1.56608,0.67609,0.72843,0.76533,0.40414,1.5784,1.28833,1.80648,8.92e-05,8.92e-05,8.92e-05
48,760.914,1.26077,1.1386,1.57816,0.62448,0.74382,0.74965,0.41173,1.55973,1.27508,1.78456,6.94e-05,6.94e-05,6.94e-05
49,776.467,1.26141,1.1428,1.57277,0.65163,0.72115,0.75353,0.40805,1.56403,1.27027,1.795,4.96e-05,4.96e-05,4.96e-05
50,791.955,1.24209,1.11805,1.55856,0.64661,0.73404,0.75756,0.40876,1.56407,1.25909,1.79688,2.98e-05,2.98e-05,2.98e-05
