epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,374.768,1.47828,1.54503,1.67324,0.61891,0.54433,0.61507,0.29551,1.72847,1.60665,1.94769,0.0007723,0.0007723,0.0007723
25,390.405,1.51171,1.53361,1.69287,0.50436,0.60555,0.60964,0.29381,1.75331,1.60718,1.94173,0.0007624,0.0007624,0.0007624
26,406.054,1.48356,1.53406,1.6768,0.58278,0.60942,0.62459,0.31086,1.68681,1.58014,1.92612,0.0007525,0.0007525,0.0007525
27,421.68,1.47434,1.51198,1.66824,0.5324,0.6268,0.63675,0.31656,1.70248,1.56784,1.89169,0.0007426,0.0007426,0.0007426
28,437.19,1.49606,1.50841,1.69239,0.57621,0.63536,0.66341,0.32246,1.66712,1.54407,1.94568,0.0007327,0.0007327,0.0007327
29,452.736,1.45828,1.46464,1.647,0.58723,0.64821,0.65777,0.31985,1.67917,1.55164,1.90207,0.0007228,0.0007228,0.0007228
30,468.304,1.46924,1.48723,1.6814,0.63067,0.62627,0.66079,0.33731,1.61916,1.50706,1.88673,0.0007129,0.0007129,0.0007129
31,483.812,1.46939,1.4741,1.68295,0.60572,0.64868,0.66847,0.32642,1.68393,1.51771,1.92308,0.000703,0.000703,0.000703
32,499.261,1.44122,1.45991,1.64749,0.58763,0.65382,0.65829,0.32338,1.67245,1.4878,1.91257,0.0006931,0.0006931,0.0006931
33,514.741,1.4388,1.44596,1.66861,0.53991,0.64297,0.66011,0.32595,1.69049,1.50167,1.92964,0.0006832,0.0006832,0.0006832
34,530.209,1.44433,1.45711,1.6466,0.64527,0.65958,0.68078,0.34285,1.67366,1.46302,1.90869,0.0006733,0.0006733,0.0006733
35,545.69,1.42236,1.41764,1.6268,0.63112,0.62939,0.65441,0.33671,1.63526,1.49073,1.89518,0.0006634,0.0006634,0.0006634
36,561.152,1.40931,1.41661,1.615,0.70221,0.64111,0.68621,0.33616,1.63751,1.46373,1.87412,0.0006535,0.0006535,0.0006535
37,576.695,1.42151,1.41107,1.62623,0.56634,0.65763,0.67328,0.34245,1.65098,1.45669,1.88138,0.0006436,0.0006436,0.0006436
38,592.217,1.40102,1.40818,1.62765,0.53649,0.61112,0.60867,0.309,1.70319,1.62597,1.9249,0.0006337,0.0006337,0.0006337
39,607.807,1.40809,1.38271,1.63862,0.60823,0.6717,0.69355,0.35897,1.63539,1.41743,1.87917,0.0006238,0.0006238,0.0006238
40,623.364,1.4108,1.36862,1.62443,0.59146,0.68906,0.68339,0.33471,1.69252,1.44674,1.92338,0.0006139,0.0006139,0.0006139
41,639.085,1.40083,1.37654,1.617,0.56427,0.69757,0.68193,0.34083,1.69414,1.45301,1.89393,0.000604,0.000604,0.000604
42,654.677,1.40338,1.34808,1.61204,0.56226,0.68837,0.67656,0.3421,1.63333,1.46568,1.88022,0.0005941,0.0005941,0.0005941
43,670.23,1.40247,1.37063,1.61438,0.59678,0.66427,0.68192,0.33731,1.65309,1.47545,1.89881,0.0005842,0.0005842,0.0005842
44,685.827,1.37815,1.35204,1.58894,0.59972,0.67954,0.68947,0.3454,1.63155,1.42339,1.83355,0.0005743,0.0005743,0.0005743
45,701.498,1.39433,1.35129,1.59825,0.64547,0.6398,0.68595,0.34231,1.6729,1.48037,1.91617,0.0005644,0.0005644,0.0005644
46,717.051,1.37082,1.32509,1.59476,0.59129,0.67001,0.6902,0.35941,1.61686,1.40034,1.83434,0.0005545,0.0005545,0.0005545
47,732.673,1.37275,1.29563,1.59485,0.61883,0.66049,0.67398,0.34285,1.63359,1.41038,1.8488,0.0005446,0.0005446,0.0005446
48,748.266,1.35363,1.32505,1.5947,0.62404,0.67583,0.70129,0.36241,1.60567,1.40248,1.82759,0.0005347,0.0005347,0.0005347
49,763.943,1.36273,1.30404,1.58915,0.62881,0.67998,0.70415,0.35811,1.62392,1.38869,1.84376,0.0005248,0.0005248,0.0005248
50,779.635,1.34786,1.27858,1.56681,0.58957,0.69204,0.7078,0.36791,1.61204,1.35368,1.83711,0.0005149,0.0005149,0.0005149
51,795.208,1.35447,1.2854,1.57176,0.62741,0.66853,0.6933,0.36453,1.61494,1.36458,1.83305,0.000505,0.000505,0.000505
52,810.755,1.32696,1.24492,1.54439,0.56979,0.72967,0.71423,0.36793,1.61035,1.36216,1.83966,0.0004951,0.0004951,0.0004951
53,826.333,1.34477,1.24846,1.57578,0.63591,0.69131,0.72244,0.37046,1.63472,1.36085,1.84684,0.0004852,0.0004852,0.0004852
54,841.87,1.3485,1.248,1.57203,0.68611,0.65424,0.71486,0.36247,1.64194,1.33418,1.85849,0.0004753,0.0004753,0.0004753
55,857.35,1.33984,1.23378,1.54905,0.61742,0.67503,0.71307,0.37606,1.60529,1.32788,1.81843,0.0004654,0.0004654,0.0004654
56,872.974,1.32348,1.22375,1.55226,0.57762,0.68928,0.69367,0.36883,1.60164,1.35253,1.81874,0.0004555,0.0004555,0.0004555
57,888.699,1.31656,1.20597,1.53357,0.60986,0.7056,0.70603,0.36829,1.60184,1.34405,1.84945,0.0004456,0.0004456,0.0004456
58,904.302,1.31666,1.22725,1.54269,0.67993,0.6696,0.71269,0.36652,1.61489,1.3128,1.83258,0.0004357,0.0004357,0.0004357
59,920.223,1.30368,1.2183,1.53368,0.56103,0.70396,0.69137,0.36181,1.61018,1.36742,1.82798,0.0004258,0.0004258,0.0004258
60,936.008,1.29369,1.20587,1.53084,0.70699,0.64905,0.71445,0.36329,1.65691,1.3366,1.862,0.0004159,0.0004159,0.0004159
61,951.699,1.29147,1.18355,1.52318,0.58826,0.70813,0.69542,0.3581,1.63684,1.33833,1.82913,0.000406,0.000406,0.000406
62,967.481,1.28844,1.17374,1.52707,0.62649,0.65436,0.6951,0.36352,1.61491,1.33117,1.83025,0.0003961,0.0003961,0.0003961
63,983.191,1.27552,1.1368,1.49781,0.69211,0.64505,0.69791,0.35972,1.61863,1.34436,1.8118,0.0003862,0.0003862,0.0003862
64,998.953,1.26698,1.16162,1.50654,0.61189,0.70793,0.71912,0.37927,1.59737,1.30802,1.81873,0.0003763,0.0003763,0.0003763
65,1014.63,1.26031,1.14821,1.49904,0.6785,0.68497,0.72423,0.38909,1.57175,1.26524,1.79708,0.0003664,0.0003664,0.0003664
66,1030.35,1.25153,1.14447,1.50415,0.63986,0.67502,0.71238,0.38139,1.60481,1.29524,1.84264,0.0003565,0.0003565,0.0003565
67,1046.05,1.26046,1.1509,1.5113,0.68746,0.69485,0.73506,0.36515,1.6651,1.28082,1.88038,0.0003466,0.0003466,0.0003466
68,1061.68,1.26164,1.12962,1.50126,0.61633,0.72359,0.72562,0.38381,1.60494,1.28687,1.82311,0.0003367,0.0003367,0.0003367
69,1077.31,1.26355,1.16148,1.49536,0.65585,0.69281,0.7179,0.37596,1.61628,1.31294,1.82861,0.0003268,0.0003268,0.0003268
70,1093.05,1.24879,1.13009,1.50206,0.6484,0.70952,0.72302,0.38435,1.59466,1.28674,1.82629,0.0003169,0.0003169,0.0003169
71,1108.87,1.24448,1.11887,1.48784,0.64788,0.7175,0.72947,0.38206,1.61542,1.27541,1.84807,0.000307,0.000307,0.000307
72,1124.58,1.24257,1.12009,1.47989,0.65317,0.72373,0.72525,0.38373,1.59014,1.28914,1.81801,0.0002971,0.0002971,0.0002971
73,1140.28,1.22454,1.1186,1.49032,0.67766,0.68938,0.72373,0.37436,1.62166,1.30137,1.85731,0.0002872,0.0002872,0.0002872
74,1155.93,1.24681,1.10852,1.48251,0.66033,0.69718,0.72985,0.38957,1.61436,1.24968,1.84115,0.0002773,0.0002773,0.0002773
75,1171.52,1.22639,1.1154,1.49101,0.6162,0.75165,0.74346,0.39749,1.57241,1.24668,1.80205,0.0002674,0.0002674,0.0002674
76,1187.1,1.21044,1.06566,1.46099,0.62813,0.72394,0.7251,0.39053,1.62254,1.27528,1.84336,0.0002575,0.0002575,0.0002575
77,1202.77,1.19181,1.06792,1.4574,0.69461,0.65812,0.72145,0.38143,1.62846,1.28645,1.84948,0.0002476,0.0002476,0.0002476
78,1218.29,1.2003,1.09631,1.46288,0.64525,0.68791,0.72487,0.38021,1.63099,1.25978,1.85617,0.0002377,0.0002377,0.0002377
79,1233.8,1.20027,1.07221,1.46378,0.71754,0.6711,0.73438,0.38452,1.62029,1.25415,1.85552,0.0002278,0.0002278,0.0002278
80,1249.41,1.19757,1.05878,1.45554,0.71372,0.65691,0.73152,0.38892,1.60122,1.26452,1.82804,0.0002179,0.0002179,0.0002179
81,1264.99,1.19103,1.02996,1.45455,0.70487,0.69309,0.74839,0.38937,1.61763,1.24518,1.86124,0.000208,0.000208,0.000208
82,1280.62,1.18855,1.03829,1.44923,0.70391,0.70275,0.74167,0.40047,1.58632,1.23904,1.8241,0.0001981,0.0001981,0.0001981
83,1296.27,1.19495,1.04708,1.45484,0.65857,0.73174,0.74392,0.3947,1.61037,1.23901,1.83405,0.0001882,0.0001882,0.0001882
84,1311.9,1.18346,1.04365,1.44784,0.65029,0.70895,0.72123,0.381,1.6219,1.25793,1.84452,0.0001783,0.0001783,0.0001783
85,1327.59,1.18264,1.03212,1.43452,0.71744,0.66086,0.73344,0.39679,1.6126,1.26255,1.8433,0.0001684,0.0001684,0.0001684
86,1343.29,1.15561,1.02135,1.43571,0.71371,0.69916,0.74321,0.39462,1.60395,1.25792,1.84341,0.0001585,0.0001585,0.0001585
87,1359.09,1.16535,1.03437,1.45065,0.64092,0.7255,0.73324,0.39259,1.6145,1.24362,1.84788,0.0001486,0.0001486,0.0001486
88,1374.83,1.15883,1.01885,1.42454,0.6844,0.70946,0.73289,0.38935,1.62257,1.26185,1.84338,0.0001387,0.0001387,0.0001387
89,1390.56,1.1495,1.01035,1.42064,0.69125,0.68525,0.73425,0.39084,1.60338,1.2505,1.82662,0.0001288,0.0001288,0.0001288
90,1406.17,1.15215,1.00439,1.42453,0.62819,0.73755,0.73112,0.39002,1.62124,1.24796,1.85456,0.0001189,0.0001189,0.0001189
91,1429.6,1.07811,0.91363,1.41946,0.67154,0.72015,0.72993,0.38295,1.63395,1.24616,1.86104,0.000109,0.000109,0.000109
92,1445.27,1.06089,0.8793,1.40836,0.67426,0.72257,0.73578,0.38991,1.63596,1.234,1.8603,9.91e-05,9.91e-05,9.91e-05
93,1460.86,1.06292,0.87685,1.40723,0.70409,0.69108,0.74061,0.39086,1.62512,1.24895,1.87363,8.92e-05,8.92e-05,8.92e-05
94,1476.48,1.0604,0.88542,1.41047,0.6735,0.71438,0.73962,0.38747,1.62781,1.24912,1.87083,7.93e-05,7.93e-05,7.93e-05
95,1492,1.05769,0.88782,1.40017,0.68283,0.71226,0.73847,0.39281,1.63154,1.22173,1.8816,6.94e-05,6.94e-05,6.94e-05
96,1507.56,1.05669,0.85085,1.38247,0.67658,0.70285,0.73474,0.39143,1.64003,1.23894,1.89136,5.95e-05,5.95e-05,5.95e-05
97,1523.07,1.05491,0.86894,1.40636,0.66762,0.73998,0.74384,0.39745,1.61626,1.21824,1.86156,4.96e-05,4.96e-05,4.96e-05
98,1538.54,1.04057,0.86298,1.39632,0.73905,0.68819,0.74412,0.39632,1.62868,1.2185,1.87431,3.97e-05,3.97e-05,3.97e-05
99,1554.09,1.04422,0.85996,1.40257,0.6843,0.72294,0.73972,0.39576,1.62841,1.21679,1.87112,2.98e-05,2.98e-05,2.98e-05
100,1569.59,1.01897,0.83302,1.36662,0.68216,0.71843,0.74554,0.39624,1.62777,1.21988,1.87171,1.99e-05,1.99e-05,1.99e-05
